"Brand_Reg","Model_No","SoldIn","screensize","Screen_Tech","Avg_mode_power","Star","SRI","Labelled energy consumption (kWh/year)","Sold In Aus","screensize_inch","GeneralSize"
"JVC","LT-55NQ7145A","Australia",138.798,"LCD",126.52,"N/A","N/A",464,1,55,"Large"
"KOGAN","KALED55R94KA","Australia,Fiji,New Zealand",138.439,"LCD (LED)",68.9,"N/A","N/A",295,1,55,"Large"
"KOGAN","KALED55R94KB","Australia,Fiji,New Zealand",138.439,"LCD (LED)",68.9,"N/A","N/A",295,1,55,"Large"
"KOGAN","KALED55R94KC","Australia,Fiji,New Zealand",138.439,"LCD (LED)",68.9,"N/A","N/A",295,1,55,"Large"
"KOGAN","KALED55R94KD","Australia,Fiji,New Zealand",138.439,"LCD (LED)",68.9,"N/A","N/A",295,1,55,"Large"
"KOGAN","KALED55R94****","Australia,Fiji,New Zealand",138.439,"LCD (LED)",68.9,"N/A","N/A",295,1,55,"Large"
"KOGAN","KALED50R94KA","Australia,Fiji,New Zealand",125.812,"LCD (LED)",66.4,"N/A","N/A",285,1,50,"Large"
"KOGAN","KALED50R94KB","Australia,Fiji,New Zealand",125.812,"LCD (LED)",66.4,"N/A","N/A",285,1,50,"Large"
"KOGAN","KALED50R94KC","Australia,Fiji,New Zealand",125.812,"LCD (LED)",66.4,"N/A","N/A",285,1,50,"Large"
"KOGAN","KALED50R94KD","Australia,Fiji,New Zealand",125.812,"LCD (LED)",66.4,"N/A","N/A",285,1,50,"Large"
"KOGAN","KALED50R94****","Australia,Fiji,New Zealand",125.812,"LCD (LED)",66.4,"N/A","N/A",285,1,50,"Large"
"Blaupunkt","BP650USG9800","Australia,Fiji,New Zealand",163.896,"LCD (LED)",139.758,"7.0","7.3404123895220605",520,1,65,"Large"
"EKO","K650UGT","Australia,Fiji,New Zealand",163.896,"LCD (LED)",139.758,"N/A","N/A",520,1,65,"Large"
"EKO","K55USWQ2","Australia,Fiji,New Zealand",138.783,"LCD",102.7,"N/A","N/A",378,1,55,"Large"
"Sylvox","OT75A2KEGC","Australia,Fiji,New Zealand",189.34,"LCD (LED)",306.7,"N/A","N/A",1122,1,75,"Large"
"LG","43UM662H0LC","Australia,New Zealand",107.987,"LCD (LED)",36,"N/A","N/A",134,1,43,"Large"
"LG","50UM662H0LC","Australia,New Zealand",125.727,"LCD (LED)",40,"N/A","N/A",149,1,49,"Large"
"LG","55UM662H0LC","Australia,New Zealand",138.783,"LCD (LED)",49,"N/A","N/A",181,1,55,"Large"
"LG","65UM662H0LC","Australia,New Zealand",163.897,"LCD (LED)",56,"N/A","N/A",207,1,65,"Large"
"PRISM+","Q75U","Australia",189.344,"LCD (LED)",165.8,"N/A","N/A",670,1,75,"Large"
"EKO","K750UGT","Australia,Fiji,New Zealand",189.034,"LCD",198.7,"N/A","N/A",763,1,74,"Large"
"EKO","K65USW","Australia,Fiji,New Zealand",163.897,"LCD (LED)",154.08,"N/A","N/A",581,1,65,"Large"
"EKO","K65USW2","Australia,Fiji,New Zealand",163.897,"LCD (LED)",154.08,"N/A","N/A",581,1,65,"Large"
"KOGAN","KAL24DH5300QA","Australia,Fiji,New Zealand",60.47,"LCD (LED)",25.83,"N/A","N/A",110,1,24,"Medium"
"EKO","K42FSW3","Australia,Fiji,New Zealand",105.422,"LCD (LED)",55.82,"N/A","N/A",230,1,42,"Large"
"BLAUPUNKT","BP420FSG9700","Australia,Fiji,New Zealand",105.422,"LCD (LED)",53.38,"N/A","N/A",240,1,42,"Large"
"EKO","K50USW3","Australia,Fiji,New Zealand",125.731,"LCD (LED)",94.37,"N/A","N/A",400,1,50,"Large"
"BLAUPUNKT","BP500USG9700","Australia,Fiji,New Zealand",125.731,"LCD (LED)",97.68,"N/A","N/A",460,1,50,"Large"
"EKO","K320HATTA","Australia,Fiji,New Zealand",80.039,"LCD (LED)",24.687,"N/A","N/A",130,1,32,"Large"
"KOGAN","KAQL50W94QA","Australia,Fiji,New Zealand",125.731,"LCD (LED)",94.01,"N/A","N/A",415,1,50,"Large"
"KOGAN","KAQL55W94QA","Australia,Fiji,New Zealand",138.783,"LCD (LED)",109.19,"N/A","N/A",468,1,55,"Large"
"KOGAN","KAQL65W94QA","Australia,Fiji,New Zealand",163.896,"LCD (LED)",134.93,"N/A","N/A",543,1,65,"Large"
"KOGAN","KAQL75W94QA","Australia,Fiji,New Zealand",189.34,"LCD (LED)",159.15,"N/A","N/A",772,1,75,"Large"
"SAMSUNG ELECTRONICS","HG50CU700AW","Australia,Fiji,New Zealand",125.727,"LCD (LED)",80,"N/A","N/A",295,1,49,"Large"
"SAMSUNG ELECTRONICS","HG55CU700AW","Australia,Fiji,New Zealand",138.783,"LCD (LED)",81,"N/A","N/A",299,1,55,"Large"
"JVC","LT-32N3115A11N","Australia",80.103,"LCD",29.22,"N/A","N/A",108,1,32,"Large"
"EKO","K650USGQ2","Australia,Fiji,New Zealand",163.954,"LCD",234.49,"N/A","N/A",858,1,65,"Large"
"EKO","K650UGTQ","Australia,Fiji,New Zealand",163.954,"LCD",234.49,"N/A","N/A",858,1,65,"Large"
"Linsar","LS70UHDNF","Australia",176.592,"LCD (LED)",107.4,"N/A","N/A",395,1,70,"Large"
"BLAUPUNKT","BP750USG9700","Australia,Fiji,New Zealand",189.34,"LCD (LED)",160.5,"N/A","N/A",656,1,75,"Large"
"SAMSUNG ELECTRONICS","HG43CU700AW","Australia,Fiji,New Zealand",107.987,"LCD (LED)",70,"N/A","N/A",259,1,43,"Large"
"SAMSUNG ELECTRONICS","HG65CU700AW","Australia,Fiji,New Zealand",163.897,"LCD (LED)",126,"N/A","N/A",463,1,65,"Large"
"Linsar","LS65UHDZEN","Australia,Fiji,New Zealand",163.853,"LCD",85.2,"N/A","N/A",320,1,65,"Large"
"SAMSUNG ELECTRONICS","HG75CU700AW","Australia,Fiji,New Zealand",189.338,"LCD (LED)",143,"N/A","N/A",525,1,75,"Large"
"KOGAN","KALED40F98VA","Australia,Fiji,New Zealand",100.36,"LCD (LED)",54.48,"N/A","N/A",210,1,40,"Large"
"KOGAN","KALED40F98VB","Australia,Fiji,New Zealand",100.36,"LCD (LED)",54.48,"N/A","N/A",210,1,40,"Large"
"KOGAN","KALED40F98VC","Australia,Fiji,New Zealand",100.36,"LCD (LED)",54.48,"N/A","N/A",210,1,40,"Large"
"ENGLAON","LED27M80","Australia,New Zealand",68.568,"LCD (LED)",42.76,"N/A","N/A",158,1,27,"Large"
"ENGLAON","LED27X80","Australia,New Zealand",68.568,"LCD (LED)",42.76,"N/A","N/A",158,1,27,"Large"
"ENGLAON","27in Smart TV","Australia,New Zealand",68.568,"LCD (LED)",42.76,"N/A","N/A",158,1,27,"Large"
"EKO","K75USW2","Australia,Fiji,New Zealand",189.34,"LCD (LED)",186.3,"N/A","N/A",682,1,75,"Large"
"BLAUPUNKT","BP75WOS","Australia,Fiji,New Zealand",189.34,"LCD (LED)",186.3,"N/A","N/A",682,1,75,"Large"
"BLAUPUNKT","BP700USG9700","Australia,Fiji,New Zealand",176.539,"LCD",153.11,"N/A","N/A",561,1,70,"Large"
"JVC","LT-70N7145A","Australia",176.563,"LCD (LED)",116.74,"N/A","N/A",470,1,70,"Large"
"KOGAN","KALED32R98VA","Australia,Fiji,New Zealand",79.994,"LCD (LED)",28.86,"N/A","N/A",145,1,31,"Large"
"KOGAN","KALED32R98VB","Australia,Fiji,New Zealand",79.994,"LCD (LED)",28.86,"N/A","N/A",145,1,31,"Large"
"KOGAN","KALED32R98VC","Australia,Fiji,New Zealand",79.994,"LCD (LED)",28.86,"N/A","N/A",145,1,31,"Large"
"KOGAN","KAQL65XQ98GSTA","Australia,Fiji,New Zealand",163.829,"LCD (LED)",195.5,"N/A","N/A",809,1,64,"Large"
"KOGAN","KAQL65XQ98GSTB","Australia,Fiji,New Zealand",163.829,"LCD (LED)",195.5,"N/A","N/A",809,1,64,"Large"
"KOGAN","KAQL65XQ98GSTC","Australia,Fiji,New Zealand",163.829,"LCD (LED)",195.5,"N/A","N/A",809,1,64,"Large"
"KOGAN","KAQL65XQ98GSTD","Australia,Fiji,New Zealand",163.829,"LCD (LED)",195.5,"N/A","N/A",809,1,64,"Large"
"KOGAN","KAQL65XQ98GSTE","Australia,Fiji,New Zealand",163.829,"LCD (LED)",195.5,"N/A","N/A",809,1,64,"Large"
"KOGAN","KAQL65XQ98GST*","Australia,Fiji,New Zealand",163.829,"LCD (LED)",195.5,"N/A","N/A",809,1,64,"Large"
"Linsar","LS50UHDNF23","Australia,Fiji,New Zealand",127.259,"LCD (LED)",57.06,"N/A","N/A",210,1,50,"Large"
"JVC","LT-40N5115A11E","Australia",100.36,"LCD (LED)",54.48,"N/A","N/A",210,1,40,"Large"
"EKO","K320HGT","Australia,Fiji,New Zealand",80.039,"LCD (LED)",31.626,"N/A","N/A",125,1,32,"Large"
"Blaupunkt","BP320HSG9800","Australia,Fiji,New Zealand",80.039,"LCD (LED)",31.626,"N/A","N/A",125,1,32,"Large"
"Linsar","LS55UHDNF23","Australia,Fiji,New Zealand",138.783,"LCD (LED)",69.65,"N/A","N/A",256,1,55,"Large"
"Linsar","LS60UHDNF23","Australia,Fiji,New Zealand",152.663,"LCD",85.97,"N/A","N/A",316,1,60,"Large"
"Linsar","LS65UHDNF23","Australia,Fiji,New Zealand",164.961,"LCD (LED)",95.92,"N/A","N/A",352,1,65,"Large"
"Linsar","LS70UHDNF23","Australia,Fiji,New Zealand",176.537,"LCD (LED)",99.18,"N/A","N/A",364,1,70,"Large"
"EKO","K400FGT","Australia,Fiji,New Zealand",100.332,"LCD (LED)",46.5216,"N/A","N/A",183,1,40,"Large"
"Blaupunkt","BP400FSG9800","Australia,Fiji,New Zealand",100.332,"LCD (LED)",46.5216,"N/A","N/A",183,1,40,"Large"
"JVC","AV-H437115A11N","Australia",107.95,"LCD",57.474,"N/A","N/A",212,1,42,"Large"
"JVC","AV-H323115A11N","Australia",80.103,"LCD",29.22,"N/A","N/A",108,1,32,"Large"
"KOGAN","KAQL75W94QA","Australia,Fiji,New Zealand",189.34,"LCD (LED)",187.1,"N/A","N/A",690,1,75,"Large"
"KOGAN","KAQL65W94QA","Australia,Fiji,New Zealand",163.896,"LCD (LED)",150.64,"N/A","N/A",560,1,65,"Large"
"JVC","LT-55NQ7145AN","Australia",138.798,"LCD",97.36,"N/A","N/A",358,1,55,"Large"
"JVC","LT-43N5135AN","Australia",107.999,"LCD",53.26,"N/A","N/A",196,1,43,"Large"
"SONY","K-50S30","Australia,New Zealand",125.725,"LCD (LED)",83.3,"N/A","N/A",310,1,49,"Large"
"JVC","LT-50NQ7145AN","Australia",125.725,"LCD",110.72,"N/A","N/A",407,1,49,"Large"
"KOGAN","KAQL55W94QA","Australia,Fiji,New Zealand",138.783,"LCD (LED)",111.7,"N/A","N/A",427,1,55,"Large"
"SAMSUNG ELECTRONICS","QA75QN90DAW","Australia,Fiji,New Zealand",189.338,"LCD (LED)",157,"N/A","N/A",576,1,75,"Large"
"SAMSUNG ELECTRONICS","QA75QN90DAS","Australia,Fiji,New Zealand",189.338,"LCD (LED)",157,"N/A","N/A",576,1,75,"Large"
"SAMSUNG ELECTRONICS","QA75QN90DA*","Australia,Fiji,New Zealand",189.338,"LCD (LED)",157,"N/A","N/A",576,1,75,"Large"
"ENGLAON","LED25X90","Australia,New Zealand",62.228,"LCD (LED)",28.1,"7.0","7.297604390223068",105,1,24,"Medium"
"BAUHN","ATV24HDW-0224","Australia,Fiji,New Zealand",59.774,"LCD",15.1,"N/A","N/A",66,1,24,"Medium"
"KOGAN","KAL24DH5300QA","Australia,Fiji,New Zealand",60.47,"LCD (LED)",25.23,"N/A","N/A",96,1,24,"Medium"
"KOGAN","KAQL50W94QA","Australia,Fiji,New Zealand",125.731,"LCD (LED)",101.23,"N/A","N/A",398,1,50,"Large"
"BAUHN","ATV55UHDW-0124","Australia,Fiji,New Zealand",138.783,"LCD (LED)",73.991,"N/A","N/A",272,1,55,"Large"
"EKO","K420FAT","Australia,Fiji,New Zealand",105.421,"LCD (LED)",53.38,"N/A","N/A",240,1,42,"Large"
"BAUHN","ATV40UHDW-0124","Australia,Fiji,New Zealand",101.549,"LCD (LED)",51.2,"N/A","N/A",189,1,40,"Large"
"BAUHN","ATV40UHDW-0324","Australia,Fiji,New Zealand",101.549,"LCD (LED)",51.2,"N/A","N/A",189,1,40,"Large"
"BAUHN","ATV40UHDW-****","Australia,Fiji,New Zealand",101.549,"LCD (LED)",51.2,"N/A","N/A",189,1,40,"Large"
"Sylvox","BT24A1KEGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"Sylvox","BT24A0KEGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"Sylvox","BT24A0KOGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"Sylvox","BT24A1KOGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"Sylvox","BT24A2KOGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"Sylvox","BT24A3KOGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"Sylvox","BT24A4KOGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"Sylvox","BT24A5KOGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"Sylvox","BT24A6KOGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"Sylvox","BT24A7KOGB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"KOGAN","KAQL98XQ98GSTA","Australia,Fiji,New Zealand",247.691,"LCD (LED)",297.5,"N/A","N/A",1233,1,98,"Large"
"KOGAN","KAQL98XQ98GSTB","Australia,Fiji,New Zealand",247.691,"LCD (LED)",297.5,"N/A","N/A",1233,1,98,"Large"
"KOGAN","KAQL98XQ98GSTC","Australia,Fiji,New Zealand",247.691,"LCD (LED)",297.5,"N/A","N/A",1233,1,98,"Large"
"KOGAN","KAQL98XQ98GSTD","Australia,Fiji,New Zealand",247.691,"LCD (LED)",297.5,"N/A","N/A",1233,1,98,"Large"
"KOGAN","KAQL98XQ98GSTE","Australia,Fiji,New Zealand",247.691,"LCD (LED)",297.5,"N/A","N/A",1233,1,98,"Large"
"KOGAN","KAQL98XQ98GST*","Australia,Fiji,New Zealand",247.691,"LCD (LED)",297.5,"N/A","N/A",1233,1,98,"Large"
"SAMSUNG ELECTRONICS","QA65QN800DW","Australia,Fiji,New Zealand",163.897,"LCD (LED)",262,"N/A","N/A",959,1,65,"Large"
"SAMSUNG ELECTRONICS","QA65QN800DS","Australia,Fiji,New Zealand",163.897,"LCD (LED)",262,"N/A","N/A",959,1,65,"Large"
"SAMSUNG ELECTRONICS","QA65QN800D*","Australia,Fiji,New Zealand",163.897,"LCD (LED)",262,"N/A","N/A",959,1,65,"Large"
"SAMSUNG ELECTRONICS","QA75QN800DW","Australia,Fiji,New Zealand",189.338,"LCD (LED)",269,"N/A","N/A",985,1,75,"Large"
"SAMSUNG ELECTRONICS","QA75QN800DS","Australia,Fiji,New Zealand",189.338,"LCD (LED)",269,"N/A","N/A",985,1,75,"Large"
"SAMSUNG ELECTRONICS","QA75QN800D*","Australia,Fiji,New Zealand",189.338,"LCD (LED)",269,"N/A","N/A",985,1,75,"Large"
"SAMSUNG ELECTRONICS","QA85QN90DAW","Australia,Fiji,New Zealand",214.783,"LCD (LED)",211,"N/A","N/A",773,1,85,"Large"
"SAMSUNG ELECTRONICS","QA85QN90DAS","Australia,Fiji,New Zealand",214.783,"LCD (LED)",211,"N/A","N/A",773,1,85,"Large"
"SAMSUNG ELECTRONICS","QA85QN90DA*","Australia,Fiji,New Zealand",214.783,"LCD (LED)",211,"N/A","N/A",773,1,85,"Large"
"LG","43QNED80T6A","Australia,New Zealand",107.987,"LCD (LED)",67,"N/A","N/A",247,1,43,"Large"
"LG","43QNED81TSA","Australia,New Zealand",107.987,"LCD (LED)",67,"N/A","N/A",247,1,43,"Large"
"LG","50QNED81TSA","Australia,New Zealand",125.727,"LCD (LED)",72,"N/A","N/A",265,1,49,"Large"
"LG","55QNED81TSA","Australia,New Zealand",138.783,"LCD (LED)",92,"N/A","N/A",338,1,55,"Large"
"LG","55QNED86T6A","Australia,New Zealand",138.783,"LCD (LED)",94,"N/A","N/A",346,1,55,"Large"
"LG","55QNED86TSA","Australia,New Zealand",138.783,"LCD (LED)",94,"N/A","N/A",346,1,55,"Large"
"LG","65QNED80T6A","Australia,New Zealand",163.897,"LCD (LED)",109,"N/A","N/A",400,1,65,"Large"
"LG","65QNED81TSA","Australia,New Zealand",163.897,"LCD (LED)",109,"N/A","N/A",400,1,65,"Large"
"LG","75QNED80T6A","Australia,New Zealand",189.275,"LCD (LED)",126,"N/A","N/A",462,1,75,"Large"
"ENGLAON","LED24M30","Australia,New Zealand",59.824,"LCD (LED)",21.9,"N/A","N/A",85,1,24,"Medium"
"LG","75QNED81TSA","Australia,New Zealand",189.275,"LCD (LED)",126,"N/A","N/A",462,1,75,"Large"
"LG","OLED42C4PSA","Australia,New Zealand",105.52,"OLED",70,"N/A","N/A",258,1,42,"Large"
"LG","OLED42C44LA","Australia,New Zealand",105.52,"OLED",70,"N/A","N/A",258,1,42,"Large"
"LG","OLED48C4PSA","Australia,New Zealand",120.721,"OLED",79,"N/A","N/A",291,1,48,"Large"
"LG","OLED48C46LA","Australia,New Zealand",120.721,"OLED",79,"N/A","N/A",291,1,48,"Large"
"LG","OLED55C4PSA","Australia,New Zealand",138.783,"OLED",100,"N/A","N/A",368,1,55,"Large"
"LG","OLED55C46LA","Australia,New Zealand",138.783,"OLED",100,"N/A","N/A",368,1,55,"Large"
"LG","OLED55G4PSA","Australia,New Zealand",138.783,"OLED",115,"N/A","N/A",422,1,55,"Large"
"LG","OLED55G46LA","Australia,New Zealand",138.783,"OLED",115,"N/A","N/A",422,1,55,"Large"
"LG","OLED65B4PSA","Australia,New Zealand",163.897,"OLED",109,"N/A","N/A",400,1,65,"Large"
"LG","OLED65B46LA","Australia,New Zealand",163.897,"OLED",109,"N/A","N/A",400,1,65,"Large"
"LG","OLED65G4PSA","Australia,New Zealand",163.897,"OLED",147,"N/A","N/A",539,1,65,"Large"
"LG","OLED65G46LA","Australia,New Zealand",163.897,"OLED",147,"N/A","N/A",539,1,65,"Large"
"LG","OLED77G4PSA","Australia,New Zealand",194.738,"OLED",195,"N/A","N/A",714,1,77,"Large"
"LG","OLED77G46LA","Australia,New Zealand",194.738,"OLED",195,"N/A","N/A",714,1,77,"Large"
"EKO","K500UAT","Australia,Fiji,New Zealand",125.731,"LCD (LED)",91.8,"N/A","N/A",381,1,50,"Large"
"SAMSUNG ELECTRONICS","QA55QN90DAW","Australia,Fiji,New Zealand",138.783,"LCD (LED)",114,"N/A","N/A",419,1,55,"Large"
"SAMSUNG ELECTRONICS","QA55QN90DAS","Australia,Fiji,New Zealand",138.783,"LCD (LED)",114,"N/A","N/A",419,1,55,"Large"
"SAMSUNG ELECTRONICS","QA55QN90DA*","Australia,Fiji,New Zealand",138.783,"LCD (LED)",114,"N/A","N/A",419,1,55,"Large"
"SAMSUNG ELECTRONICS","QA65QN90DAW","Australia,Fiji,New Zealand",169.152,"LCD (LED)",138,"N/A","N/A",507,1,67,"Large"
"SAMSUNG ELECTRONICS","QA65QN90DAS","Australia,Fiji,New Zealand",169.152,"LCD (LED)",138,"N/A","N/A",507,1,67,"Large"
"SAMSUNG ELECTRONICS","QA65QN90DA*","Australia,Fiji,New Zealand",169.152,"LCD (LED)",138,"N/A","N/A",507,1,67,"Large"
"KOGAN","KAQL50XQ98GSVA","Australia,Fiji,New Zealand",125.665,"LCD (LED)",104.46,"N/A","N/A",396,1,49,"Large"
"KOGAN","KAQL55XQ98GSVA","Australia,Fiji,New Zealand",138.721,"LCD (LED)",127.86,"N/A","N/A",475,1,55,"Large"
"Sylvox","BT32A0KEGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT32A1KEGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT32A0KOGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT32A1KOGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT32A2KOGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT32A3KOGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT32A4KOGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT32A5KOGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT32A6KOGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT32A7KOGB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"JVC","LT-40N7145A","Australia",101.51,"LCD (LED)",64.06,"N/A","N/A",259,1,40,"Large"
"EKO","K55USWQ","Australia,Fiji,New Zealand",138.783,"LCD (LED)",117.3,"N/A","N/A",470,1,55,"Large"
"EKO","K55USWQ2","Australia,Fiji,New Zealand",138.783,"LCD (LED)",117.3,"N/A","N/A",470,1,55,"Large"
"EKO","K320HSG","Australia",80.029,"LCD (LED)",34.4,"N/A","N/A",151,1,32,"Large"
"EKO","K320HAT","Australia",80.029,"LCD (LED)",34.4,"N/A","N/A",151,1,32,"Large"
"Linsar","LS32HDNF23","Australia,Fiji,New Zealand",80.043,"LCD",23.8,"N/A","N/A",89,1,32,"Large"
"EKO","K240HSG","Australia",59.814,"LCD (LED)",27.3,"N/A","N/A",110,1,24,"Medium"
"EKO","K240HAT","Australia",59.814,"LCD (LED)",27.3,"N/A","N/A",110,1,24,"Medium"
"SAMSUNG ELECTRONICS","QA43QN90DAW","Australia,Fiji,New Zealand",107.987,"LCD (LED)",63,"N/A","N/A",233,1,43,"Large"
"SAMSUNG ELECTRONICS","QA43QN90DAS","Australia,Fiji,New Zealand",107.987,"LCD (LED)",63,"N/A","N/A",233,1,43,"Large"
"SAMSUNG ELECTRONICS","QA43QN90DA*","Australia,Fiji,New Zealand",107.987,"LCD (LED)",63,"N/A","N/A",233,1,43,"Large"
"AKAI","AK3223S7WOS","Australia,Fiji,New Zealand",80.043,"LCD",23.8,"N/A","N/A",89,1,32,"Large"
"BAUHN","ATV75UHDW-0324","Australia,Fiji,New Zealand",189.344,"LCD (LED)",117.61,"N/A","N/A",474,1,75,"Large"
"SONY","K-55XR70","Australia,New Zealand",138.798,"LCD (LED)",148,"N/A","N/A",547,1,55,"Large"
"SONY","K-65XR70","Australia,New Zealand",163.878,"LCD (LED)",171.9,"N/A","N/A",634,1,65,"Large"
"LG","50QNED80T6A","Australia,New Zealand",125.727,"LCD (LED)",68,"N/A","N/A",251,1,49,"Large"
"LG","55QNED80T6A","Australia,New Zealand",138.783,"LCD (LED)",87,"N/A","N/A",320,1,55,"Large"
"ENGLAON","LED27X90","Australia,New Zealand",68.599,"LCD (LED)",31.3,"N/A","N/A",120,1,27,"Large"
"KOGAN","KALED42F98TA","Australia,Fiji,New Zealand",105.38,"LCD (LED)",39.8,"N/A","N/A",163,1,41,"Large"
"KOGAN","KALED42F98TB","Australia,Fiji,New Zealand",105.38,"LCD (LED)",39.8,"N/A","N/A",163,1,41,"Large"
"KOGAN","KALED42F98TC","Australia,Fiji,New Zealand",105.38,"LCD (LED)",39.8,"N/A","N/A",163,1,41,"Large"
"KOGAN","KALED42F98TD","Australia,Fiji,New Zealand",105.38,"LCD (LED)",39.8,"N/A","N/A",163,1,41,"Large"
"KOGAN","KALED42F98TE","Australia,Fiji,New Zealand",105.38,"LCD (LED)",39.8,"N/A","N/A",163,1,41,"Large"
"KOGAN","KALED42F98TF","Australia,Fiji,New Zealand",105.38,"LCD (LED)",39.8,"N/A","N/A",163,1,41,"Large"
"KOGAN","KALED42F98T*","Australia,Fiji,New Zealand",105.38,"LCD (LED)",39.8,"N/A","N/A",163,1,41,"Large"
"KOGAN","KALED24R98TA","Australia,Fiji,New Zealand",59.774,"LCD (LED)",16.2,"N/A","N/A",67,1,24,"Medium"
"KOGAN","KALED24R98TB","Australia,Fiji,New Zealand",59.774,"LCD (LED)",16.2,"N/A","N/A",67,1,24,"Medium"
"KOGAN","KALED24R98TC","Australia,Fiji,New Zealand",59.774,"LCD (LED)",16.2,"N/A","N/A",67,1,24,"Medium"
"KOGAN","KALED24R98TD","Australia,Fiji,New Zealand",59.774,"LCD (LED)",16.2,"N/A","N/A",67,1,24,"Medium"
"KOGAN","KALED24R98TE","Australia,Fiji,New Zealand",59.774,"LCD (LED)",16.2,"N/A","N/A",67,1,24,"Medium"
"KOGAN","KALED24R98T*","Australia,Fiji,New Zealand",59.774,"LCD (LED)",16.2,"N/A","N/A",67,1,24,"Medium"
"SAMSUNG ELECTRONICS","QA98QN90DAW","Australia,Fiji,New Zealand",247.697,"LCD (LED)",256,"N/A","N/A",937,1,98,"Large"
"SAMSUNG ELECTRONICS","QA98QN90DAS","Australia,Fiji,New Zealand",247.697,"LCD (LED)",256,"N/A","N/A",937,1,98,"Large"
"SAMSUNG ELECTRONICS","QA98QN90DA*","Australia,Fiji,New Zealand",247.697,"LCD (LED)",256,"N/A","N/A",937,1,98,"Large"
"SAMSUNG ELECTRONICS","QA55S90DAW","Australia,Fiji,New Zealand",138.783,"LCD (LED)",112,"N/A","N/A",412,1,55,"Large"
"SAMSUNG ELECTRONICS","QA55S90DAS","Australia,Fiji,New Zealand",138.783,"LCD (LED)",112,"N/A","N/A",412,1,55,"Large"
"SAMSUNG ELECTRONICS","QA55S90DA*","Australia,Fiji,New Zealand",138.783,"LCD (LED)",112,"N/A","N/A",412,1,55,"Large"
"SAMSUNG ELECTRONICS","QA65QN85DBW","Australia,Fiji,New Zealand",163.897,"LCD (LED)",134,"N/A","N/A",492,1,65,"Large"
"SAMSUNG ELECTRONICS","QA65QN85DBS","Australia,Fiji,New Zealand",163.897,"LCD (LED)",134,"N/A","N/A",492,1,65,"Large"
"SAMSUNG ELECTRONICS","QA65QN85DB*","Australia,Fiji,New Zealand",163.897,"LCD (LED)",134,"N/A","N/A",492,1,65,"Large"
"VDT","LEW22BA43","Australia,Fiji,New Zealand",54.687,"LCD (LED)",20.64,"N/A","N/A",78,1,22,"Medium"
"Sylvox","BT32A***GB","Australia,Fiji,New Zealand",80.131,"LCD (LED)",27,"N/A","N/A",101,1,32,"Large"
"Sylvox","BT24A***GB","Australia,Fiji,New Zealand",60.47,"LCD (LED)",17.14,"N/A","N/A",65,1,24,"Medium"
"SAMSUNG ELECTRONICS","QA65QN80DAW","Australia,Fiji,New Zealand",163.897,"LCD (LED)",134,"N/A","N/A",492,1,65,"Large"
"SAMSUNG ELECTRONICS","QA65QN80DAS","Australia,Fiji,New Zealand",163.897,"LCD (LED)",134,"N/A","N/A",492,1,65,"Large"
